date,pm25,o3,no2,so2,co,aqi
1/2/2020,145,2,9,1,0,0
1/3/2020,93,2,9,1,0,0
1/4/2020,114,2,8,1,0,0
1/5/2020,100,2,7,1,0,0
1/6/2020,104,2,10,1,0,0
1/7/2020,135,2,8,1,0,0
1/8/2020,111,2,9,2,0,0
1/9/2020,113,2,6,1,0,0
1/10/2020,101,2,5,1,0,0
1/11/2020,102,2,5,2,0,0
1/12/2020,103,1,8,4,0,0
1/13/2020,171,2,12,3,0,0
1/14/2020,235,2,5,1,0,0
1/15/2020,111,2,6,3,0,0
1/16/2020,107,3,5,2,0,0
1/17/2020,116,3,5,1,0,0
1/18/2020,148,4,4,1,0,0
1/19/2020,97,4,5,1,0,0
1/20/2020,133,2,9,1,0,0
1/21/2020,178,3,6,1,0,0
1/22/2020,162,4,3,1,0,0
1/23/2020,116,4,2,1,0,0
1/24/2020,89,7,2,1,0,0
1/25/2020,80,7,3,1,0,0
1/26/2020,72,5,3,1,0,0
1/27/2020,80,5,3,1,0,0
1/28/2020,105,5,3,1,0,0
1/29/2020,136,5,7,1,0,0
1/30/2020,154,3,11,3,0,0
1/31/2020,150,4,9,2,0,0
2/1/2020,167,4,6,1,0,0
2/2/2020,205,5,4,1,0,0
2/3/2020,150,7,0,0,0,0
2/4/2020,66,7,0,2,0,0
2/5/2020,76,2,2,2,0,0
2/6/2020,146,0,2,1,0,0
2/7/2020,153,0,0,1,0,0
2/8/2020,103,2,0,1,0,0
2/9/2020,77,1,0,3,0,0
2/10/2020,128,2,0,2,0,0
2/11/2020,151,1,11,2,0,0
2/12/2020,157,3,9,1,0,0
2/13/2020,123,5,7,1,0,0
2/14/2020,110,6,8,1,0,0
2/15/2020,121,6,5,2,0,0
2/16/2020,91,5,7,2,0,0
2/17/2020,116,5,12,7,0,0
2/18/2020,143,2,15,8,0,0
2/19/2020,161,2,11,4,0,0
2/20/2020,196,2,11,2,0,0
2/21/2020,228,6,13,2,0,0
2/22/2020,198,4,14,2,0,0
2/23/2020,193,4,11,2,0,0
2/24/2020,139,2,9,0,0,0
2/25/2020,137,1,13,2,0,0
2/26/2020,136,2,10,2,0,0
2/27/2020,110,2,7,1,0,0
2/28/2020,99,4,7,1,0,0
2/29/2020,105,4,6,1,0,0
3/1/2020,103,4,6,1,0,0
3/2/2020,98,4,5,1,0,0
3/3/2020,70,11,7,2,0,0
3/4/2020,80,2,5,2,0,0
3/5/2020,93,4,9,3,0,0
3/6/2020,160,3,9,2,0,0
3/7/2020,126,6,8,1,0,0
3/8/2020,145,13,7,1,0,0
3/9/2020,172,6,7,2,0,0
3/10/2020,141,6,12,3,0,0
3/11/2020,147,5,9,2,0,0
3/12/2020,133,5,6,0,0,0
3/13/2020,135,5,7,2,0,0
3/14/2020,131,3,8,3,0,0
3/15/2020,161,2,9,3,0,0
3/16/2020,182,4,9,2,0,0
3/17/2020,138,2,4,2,0,0
3/18/2020,93,2,3,2,0,0
3/19/2020,86,2,9,2,0,0
3/20/2020,149,6,5,2,0,0
3/21/2020,145,5,3,2,0,0
3/22/2020,118,5,4,0,0,0
3/23/2020,124,5,2,0,0,0
3/24/2020,95,5,3,2,0,0
3/25/2020,88,5,1,2,0,0
3/26/2020,91,6,2,0,0,0
3/27/2020,104,5,1,0,0,0
3/28/2020,103,9,0,2,0,0
3/29/2020,97,4,4,2,0,0
3/30/2020,83,1,1,2,0,0
3/31/2020,96,2,2,3,0,0
4/1/2020,120,2,1,2,0,0
4/2/2020,128,2,2,2,0,0
4/3/2020,124,2,0,2,0,0
4/4/2020,80,4,0,2,0,0
4/5/2020,65,4,2,3,0,0
4/6/2020,87,8,3,2,0,0
4/7/2020,147,7,5,2,0,0
4/8/2020,160,10,4,2,0,0
4/9/2020,162,9,4,2,0,0
4/10/2020,141,7,2,0,0,0
4/11/2020,130,8,2,2,0,0
4/12/2020,88,8,2,2,0,0
4/13/2020,104,15,2,2,0,0
4/14/2020,130,12,3,3,0,0
4/15/2020,149,6,2,2,0,0
4/16/2020,142,5,0,2,0,0
4/17/2020,95,6,1,2,0,0
4/18/2020,106,5,0,2,0,0
4/19/2020,118,5,1,20,0,0
4/20/2020,99,5,1,10,0,0
4/21/2020,117,4,2,8,0,0
4/22/2020,93,7,0,2,0,0
4/23/2020,75,6,0,5,0,0
4/24/2020,88,8,1,3,0,0
4/25/2020,103,6,1,3,0,0
4/26/2020,99,11,3,4,0,0
4/27/2020,107,15,4,8,0,0
4/28/2020,160,16,4,5,0,0
4/29/2020,155,9,2,3,0,0
4/30/2020,127,4,2,2,0,0
5/1/2020,106,9,1,2,0,0
5/2/2020,117,6,1,2,0,0
5/3/2020,101,8,3,2,0,0
5/4/2020,103,6,2,2,0,0
5/5/2020,119,5,1,2,0,0
5/6/2020,97,4,2,2,0,0
5/7/2020,112,7,2,2,0,0
5/8/2020,102,7,2,2,0,0
5/9/2020,119,10,1,2,0,0
5/10/2020,116,5,2,3,0,0
5/11/2020,93,5,2,2,0,0
5/12/2020,90,6,1,2,0,0
5/13/2020,83,7,1,3,0,0
5/14/2020,73,5,1,2,0,0
5/15/2020,90,7,0,3,0,0
5/16/2020,99,6,0,2,0,0
5/17/2020,76,12,0,3,0,0
5/18/2020,104,7,0,3,0,0
5/19/2020,125,6,0,0,0,0
5/20/2020,98,9,5,3,0,0
5/21/2020,112,6,4,3,0,0
5/22/2020,112,7,3,3,0,0
5/23/2020,113,6,3,3,0,0
5/24/2020,121,10,3,3,0,0
5/25/2020,101,7,1,3,0,0
5/26/2020,91,8,2,3,0,0
5/27/2020,100,9,3,4,0,0
5/28/2020,139,7,3,3,0,0
5/29/2020,106,7,4,3,0,0
5/30/2020,99,6,2,3,0,0
5/31/2020,106,6,5,3,0,0
6/1/2020,93,5,5,3,0,0
6/2/2020,103,12,3,3,0,0
6/3/2020,115,9,3,3,0,0
6/4/2020,113,9,4,3,0,0
6/5/2020,122,6,5,3,0,0
6/6/2020,139,7,5,3,0,0
6/7/2020,118,5,4,4,0,0
6/8/2020,101,10,7,4,0,0
6/9/2020,112,7,6,3,0,0
6/10/2020,94,6,5,3,0,0
6/11/2020,93,7,5,3,0,0
6/12/2020,89,6,5,3,0,0
6/13/2020,96,4,5,4,0,0
6/14/2020,96,4,7,3,0,0
6/15/2020,91,6,5,0,0,0
6/16/2020,72,5,5,1,0,0
6/17/2020,77,4,5,0,0,0
6/18/2020,71,4,5,0,0,0
6/19/2020,75,7,4,0,0,0
6/20/2020,77,9,4,0,0,0
6/21/2020,88,7,5,0,0,0
6/22/2020,83,9,7,0,0,0
6/23/2020,77,6,8,0,0,0
6/24/2020,77,7,8,0,0,0
6/25/2020,122,7,4,0,0,0
6/26/2020,74,10,5,0,0,0
6/27/2020,76,9,4,0,0,0
6/28/2020,80,7,6,1,0,0
6/29/2020,84,10,7,0,0,0
6/30/2020,95,6,7,1,0,0
7/1/2020,92,6,7,1,0,0
7/2/2020,91,7,6,0,0,0
7/3/2020,79,6,6,0,0,0
7/4/2020,75,6,4,0,0,0
7/5/2020,77,7,4,1,0,0
7/6/2020,73,9,4,0,0,0
7/7/2020,80,7,4,1,0,0
7/8/2020,82,7,4,1,0,0
7/9/2020,76,7,4,1,0,0
7/10/2020,74,7,5,1,0,0
7/11/2020,79,8,5,1,0,0
7/12/2020,94,9,6,1,0,0
7/13/2020,86,12,7,1,0,0
7/14/2020,96,9,5,1,0,0
7/15/2020,86,8,3,1,0,0
7/16/2020,79,8,3,1,0,0
7/17/2020,77,9,3,1,0,0
7/18/2020,82,8,3,1,0,0
7/19/2020,86,8,4,1,0,0
7/20/2020,81,5,2,2,0,0
7/21/2020,74,5,2,1,0,0
7/22/2020,67,5,0,1,0,0
7/23/2020,74,5,0,1,0,0
7/24/2020,80,6,0,1,0,0
7/25/2020,78,5,0,1,0,0
7/26/2020,79,5,0,2,0,0
7/27/2020,134,11,0,1,0,0
7/28/2020,160,6,0,1,0,0
7/29/2020,117,6,5,1,0,0
7/30/2020,104,6,7,2,0,0
7/31/2020,106,5,4,1,0,0
8/1/2020,85,5,2,1,0,0
8/2/2020,51,4,4,2,0,0
8/3/2020,77,4,4,1,0,0
8/4/2020,68,4,4,1,0,0
8/5/2020,68,4,3,1,0,0
8/6/2020,60,4,2,1,0,0
8/7/2020,61,5,2,1,0,0
8/8/2020,67,5,3,1,0,0
8/9/2020,71,6,6,1,0,0
8/10/2020,73,3,8,0,0,0
8/11/2020,51,4,5,1,0,0
8/12/2020,79,4,4,1,0,0
8/13/2020,57,4,3,2,0,0
8/14/2020,62,2,3,2,0,0
8/15/2020,75,2,4,2,0,0
8/16/2020,81,2,3,2,0,0
8/17/2020,65,0,3,2,0,0
8/18/2020,60,0,5,2,0,0
8/19/2020,77,0,5,2,0,0
8/20/2020,108,0,7,1,0,0
8/21/2020,68,0,5,0,0,0
8/22/2020,75,0,4,2,0,0
8/23/2020,90,0,5,0,0,0
8/24/2020,80,0,3,2,0,0
8/25/2020,71,0,5,2,0,0
8/26/2020,95,0,7,0,0,0
8/27/2020,123,0,6,2,0,0
8/28/2020,97,0,6,2,0,0
8/29/2020,96,0,7,2,0,0
8/30/2020,108,0,6,2,0,0
8/31/2020,104,0,8,2,0,0
9/1/2020,110,0,6,2,0,0
9/2/2020,164,0,9,2,0,0
9/3/2020,160,0,7,2,0,0
9/4/2020,134,0,5,2,0,0
9/5/2020,103,0,5,2,0,0
9/6/2020,86,0,5,2,0,0
9/7/2020,62,0,8,2,0,0
9/8/2020,122,0,6,3,0,0
9/9/2020,78,0,4,2,0,0
9/10/2020,57,0,6,2,0,0
9/11/2020,6,0,4,2,0,0
9/12/2020,9,0,3,2,0,0
9/13/2020,26,0,4,2,0,0
9/14/2020,60,0,3,2,0,0
9/15/2020,61,0,4,2,0,0
9/16/2020,70,0,6,2,0,0
9/17/2020,95,0,2,2,0,0
9/18/2020,57,0,3,2,0,0
9/19/2020,59,0,3,2,0,0
9/20/2020,82,0,4,2,0,0
9/21/2020,98,0,3,2,0,0
9/22/2020,58,0,3,2,0,0
9/23/2020,71,0,4,2,0,0
9/24/2020,49,0,5,3,0,0
9/25/2020,95,0,4,2,0,0
9/26/2020,58,0,2,2,0,0
9/27/2020,57,0,6,2,0,0
9/28/2020,84,0,7,2,0,0
9/29/2020,99,0,5,2,0,0
9/30/2020,79,0,5,2,0,0
10/1/2020,61,0,7,2,0,0
10/2/2020,88,0,5,3,0,0
10/3/2020,86,0,3,3,0,0
10/4/2020,75,0,3,2,0,0
10/5/2020,69,0,0,2,0,0
10/6/2020,81,0,0,3,0,0
10/7/2020,58,0,3,3,0,0
10/8/2020,72,0,3,3,0,0
10/9/2020,70,0,3,3,0,0
10/10/2020,90,0,4,3,0,0
10/11/2020,96,0,7,4,0,0
10/12/2020,123,0,7,3,0,0
10/13/2020,129,0,3,3,0,0
10/14/2020,67,0,3,3,0,0
10/15/2020,39,0,3,3,0,0
10/16/2020,58,0,4,3,0,0
10/17/2020,59,0,4,3,0,0
10/18/2020,72,0,5,3,0,0
10/19/2020,80,0,6,4,0,0
10/20/2020,90,0,6,4,0,0
10/21/2020,84,0,9,4,0,0
10/22/2020,118,0,12,4,0,0
10/23/2020,136,0,12,5,0,0
10/24/2020,157,0,8,4,0,0
10/25/2020,149,0,7,3,0,0
10/26/2020,129,0,10,3,0,0
10/27/2020,126,0,6,3,0,0
10/28/2020,126,0,5,3,0,0
10/29/2020,95,0,5,0,0,0
10/30/2020,61,0,6,3,0,0
10/31/2020,82,0,10,4,0,0
11/1/2020,155,0,7,3,0,0
11/2/2020,118,0,6,4,0,0
11/3/2020,82,5,9,2,0,0
11/4/2020,135,5,15,1,0,0
11/5/2020,169,4,13,1,0,0
11/6/2020,178,7,8,1,0,0
11/7/2020,116,9,8,1,0,0
11/8/2020,125,11,10,2,0,0
11/9/2020,130,12,11,3,0,0
11/10/2020,139,10,13,3,0,0
11/11/2020,147,15,13,2,0,0
11/12/2020,156,13,13,2,0,0
11/13/2020,149,12,10,2,0,0
11/14/2020,145,8,6,0,0,0
11/15/2020,100,1,5,0,0,0
11/16/2020,95,2,7,0,0,0
11/17/2020,92,2,5,0,0,0
11/18/2020,74,1,6,0,0,0
11/19/2020,83,1,5,0,0,0
11/20/2020,89,1,5,0,0,0
11/21/2020,76,1,6,0,0,0
11/22/2020,84,1,8,0,0,0
11/23/2020,90,1,10,0,0,0
11/24/2020,116,3,12,1,0,0
11/25/2020,121,1,13,0,0,0
11/26/2020,107,7,11,1,0,0
11/27/2020,139,4,6,1,0,0
11/28/2020,111,7,6,1,0,0
11/29/2020,94,8,8,1,0,0
11/30/2020,114,5,12,2,0,0
12/1/2020,152,4,12,2,0,0
12/2/2020,163,5,8,1,0,0
12/3/2020,137,5,8,1,0,0
12/4/2020,95,6,8,1,0,0
12/5/2020,117,7,11,2,0,0
12/6/2020,155,10,11,2,0,0
12/7/2020,168,6,11,1,0,0
12/8/2020,154,5,15,2,0,0
12/9/2020,182,9,17,2,0,0
12/10/2020,183,6,14,2,0,0
12/11/2020,175,5,12,2,0,0
12/12/2020,149,3,9,0,0,0
12/13/2020,135,2,7,0,0,0
12/14/2020,110,1,4,0,0,0
12/15/2020,67,1,3,0,0,0
12/16/2020,80,2,3,0,0,0
12/17/2020,80,2,3,0,0,0
12/18/2020,90,5,5,1,0,0
12/19/2020,109,7,5,1,0,0
12/20/2020,113,10,8,2,0,0
12/21/2020,144,9,12,2,0,0
12/22/2020,163,4,13,4,0,0
12/23/2020,165,6,10,1,0,0
12/24/2020,148,5,14,4,0,0
12/25/2020,176,1,12,3,0,0
12/26/2020,173,1,7,1,0,0
12/27/2020,171,2,6,1,0,0
12/28/2020,125,2,7,1,0,0
12/29/2020,97,5,7,1,0,0
12/30/2020,101,6,10,2,0,0
12/31/2020,128,11,10,3,0,0
1/1/2021,159,11,11,3,0,0
1/2/2021,192,7,10,3,0,0
1/3/2021,189,8,11,3,0,0
1/4/2021,187,4,12,3,0,0
1/5/2021,232,6,6,2,0,0
1/6/2021,179,2,6,2,0,0
1/7/2021,160,4,3,1,0,0
1/8/2021,72,4,5,1,0,0
1/9/2021,111,4,6,1,0,0
1/10/2021,128,6,6,2,0,0
1/11/2021,133,8,9,2,0,0
1/12/2021,138,6,12,5,0,0
1/13/2021,173,9,14,6,0,0
1/14/2021,181,1,13,3,0,0
1/15/2021,203,1,11,5,0,0
1/16/2021,222,4,5,2,0,0
1/17/2021,170,9,8,1,0,0
1/18/2021,140,6,11,3,0,0
1/19/2021,168,3,12,3,0,0
1/20/2021,193,1,6,2,0,0
1/21/2021,229,3,0,2,0,0
1/22/2021,199,2,0,2,0,0
1/23/2021,206,5,0,2,0,0
1/24/2021,188,2,11,1,0,0
1/25/2021,151,3,8,1,0,0
1/26/2021,121,4,10,1,0,0
1/27/2021,108,1,7,1,0,0
1/28/2021,116,0,8,3,0,0
1/29/2021,163,0,16,2,0,0
1/30/2021,182,1,10,3,0,0
1/31/2021,164,1,9,5,0,0
2/1/2021,120,2,11,4,0,0
2/2/2021,112,6,14,4,0,0
2/3/2021,123,5,16,4,0,0
2/4/2021,121,4,16,4,0,0
2/5/2021,126,7,16,4,0,0
2/6/2021,137,5,15,4,0,0
2/7/2021,141,7,11,4,0,0
2/8/2021,139,9,8,3,0,0
2/9/2021,77,10,10,4,0,0
2/10/2021,134,14,9,4,0,0
2/11/2021,105,12,9,3,0,0
2/12/2021,105,13,9,3,0,0
2/13/2021,96,11,11,4,0,0
2/14/2021,116,7,10,4,0,0
2/15/2021,119,6,10,4,0,0
2/16/2021,120,6,9,4,0,0
2/17/2021,111,6,6,5,0,0
2/18/2021,138,9,5,5,0,0
2/19/2021,161,13,4,5,0,0
2/20/2021,150,14,4,4,0,0
2/21/2021,134,7,4,4,0,0
2/22/2021,114,6,3,3,0,0
2/23/2021,119,8,0,3,0,0
2/24/2021,96,4,0,3,0,0
2/25/2021,87,3,0,3,0,0
2/26/2021,95,2,0,3,0,0
2/27/2021,109,0,0,3,0,0
2/28/2021,130,2,2,3,0,0
3/1/2021,122,2,6,3,0,0
3/2/2021,100,2,6,3,0,0
3/3/2021,153,2,6,3,0,0
3/4/2021,134,2,6,3,0,0
3/5/2021,105,6,6,3,0,0
3/6/2021,114,5,6,3,0,0
3/7/2021,120,4,6,3,0,0
3/8/2021,138,3,6,3,0,0
3/9/2021,78,4,6,3,0,0
3/10/2021,75,4,6,3,0,0
3/11/2021,86,4,6,3,0,0
3/12/2021,101,3,7,3,0,0
3/13/2021,119,6,7,3,0,0
3/14/2021,120,6,6,3,0,0
3/15/2021,95,4,6,3,0,0
3/16/2021,88,3,6,3,0,0
3/17/2021,96,4,6,3,0,0
3/18/2021,96,3,6,3,0,0
3/19/2021,83,4,6,3,0,0
3/20/2021,75,6,6,3,0,0
3/21/2021,73,7,6,4,0,0
3/22/2021,113,9,7,4,0,0
3/23/2021,159,3,8,5,0,0
3/24/2021,168,4,7,3,0,0
3/25/2021,166,3,6,3,0,0
3/26/2021,112,3,6,3,0,0
3/27/2021,75,2,6,3,0,0
3/28/2021,73,4,6,3,0,0
3/29/2021,133,5,7,3,0,0
3/30/2021,130,5,6,3,0,0
3/31/2021,117,5,6,3,0,0
4/1/2021,107,6,6,3,0,0
4/2/2021,85,6,6,3,0,0
4/3/2021,86,6,6,3,0,0
4/4/2021,117,3,7,4,0,0
4/5/2021,122,4,6,4,0,0
4/6/2021,165,0,0,0,0,0
4/7/2021,101,7,6,3,0,0
4/8/2021,91,3,6,4,0,0
4/9/2021,95,3,6,4,0,0
4/10/2021,129,5,6,4,0,0
4/11/2021,123,6,6,3,0,0
4/12/2021,75,7,6,3,0,0
4/13/2021,70,7,6,4,0,0
4/14/2021,74,8,6,3,0,0
4/15/2021,69,8,6,4,0,0
4/16/2021,70,7,6,3,0,0
4/17/2021,76,3,6,4,0,0
4/18/2021,114,6,6,4,0,0
4/19/2021,83,8,6,4,0,0
4/20/2021,70,9,6,3,0,0
4/21/2021,73,10,6,0,0,0
4/22/2021,71,9,6,0,0,0
4/23/2021,70,9,6,4,0,0
4/24/2021,85,10,6,4,0,0
4/25/2021,72,9,6,4,0,0
4/26/2021,78,3,7,5,0,0
4/27/2021,103,6,6,4,0,0
4/28/2021,97,15,7,4,0,0
4/29/2021,77,0,0,0,0,0
4/30/2021,113,0,0,0,0,0
5/1/2021,103,0,0,0,0,0
5/2/2021,77,0,0,0,0,0
5/3/2021,67,7,6,3,0,0
5/4/2021,74,9,6,4,0,0
5/5/2021,62,9,6,4,0,0
5/6/2021,96,8,6,4,0,0
5/7/2021,88,8,6,4,0,0
5/8/2021,83,9,6,4,0,0
5/9/2021,73,9,6,0,0,0
5/10/2021,85,13,6,3,0,0
5/11/2021,89,9,6,4,0,0
5/12/2021,84,10,6,4,0,0
5/13/2021,82,9,6,4,0,0
5/14/2021,70,10,6,4,0,0
5/15/2021,72,12,6,4,0,0
5/16/2021,83,12,6,4,0,0
5/17/2021,63,12,6,4,0,0
5/18/2021,54,9,6,4,0,0
5/19/2021,73,11,6,4,0,0
5/20/2021,81,11,6,4,0,0
5/21/2021,82,13,6,4,0,0
5/22/2021,79,16,6,0,0,0
5/23/2021,68,13,7,5,0,0
5/24/2021,54,6,6,4,0,0
5/25/2021,64,9,6,4,0,0
5/26/2021,95,8,6,0,0,0
5/27/2021,40,0,0,0,0,0
5/28/2021,74,9,6,0,0,0
5/29/2021,98,12,6,4,0,0
5/30/2021,90,11,6,4,0,0
5/31/2021,99,9,6,4,0,0
6/1/2021,88,13,6,4,0,0
6/2/2021,104,12,6,4,0,0
6/3/2021,118,8,6,5,0,0
6/4/2021,78,13,7,5,0,0
6/5/2021,131,10,7,5,0,0
6/6/2021,186,9,7,5,0,0
6/7/2021,111,9,7,4,0,0
6/8/2021,85,9,7,4,0,0
6/9/2021,84,8,6,0,0,0
6/10/2021,90,0,0,0,0,0
